cycle  INDEX  OPCODE          WIDTH  SDC  SYMPTOM  TRUE  
398    11     load            64     0    64       0     
399    12     add             32     2    30       0     
400    13     store           32     3    29       0     
401    14     sext            32     0    31       1     
402    15     getelementptr   64     0    63       1     
403    16     load            64     0    63       1     
404    17     store           8      0    8        0     
405    18     load            64     15   49       0     
406    19     sext            8      8    0        0     
407    20     call            64     14   49       1     
408    21     load            64     1    63       0     
409    22     sext            8      0    8        0     
410    23     switch          32     0    32       0     
411    26     load            64     2    61       1     
412    27     load            64     0    59       5     
413    28     add             32     1    22       9     
414    29     store           32     1    31       0     
415    30     sext            32     0    32       0     
416    31     getelementptr   64     0    64       0     
417    32     store           64     9    55       0     
418    33     store           32     32   0        0     
419    11     load            64     9    55       0     
420    12     add             32     3    29       0     
421    13     store           32     4    28       0     
422    14     sext            32     10   22       0     
423    15     getelementptr   64     12   52       0     
424    16     load            64     13   51       0     
425    17     store           8      8    0        0     
426    18     load            64     14   50       0     
427    19     sext            8      8    0        0     
428    20     call            64     14   49       1     
429    21     load            64     1    47       16    
430    22     sext            8      1    0        7     
431    23     switch          32     1    0        31    
432    41     call            64     0    31       33    
433    42     bitcast         64     1    52       11    
434    43     store           64     1    52       11    
435    44     load            64     18   46       0     
436    45     load            64     3    61       0     
437    46     getelementptr   64     15   49       0     
438    47     store           8      8    0        0     
439    48     load            64     0    61       3     
440    49     getelementptr   64     0    51       13    
441    50     store           64     0    0        64    
442    51     load            64     1    61       2     
443    52     getelementptr   64     0    48       16    
444    53     store           64     0    0        64    
445    54     load            64     8    47       9     
446    55     icmp            64     0    0        64    
447    56     br              1      1    0        0     
448    60     load            64     15   48       1     
449    61     icmp            32     32   0        0     
450    62     br              1      1    0        0     
451    63     load            64     2    62       0     
452    64     load            64     0    54       10    
453    65     sext            32     1    31       0     
454    66     getelementptr   64     2    62       0     
455    67     load            64     3    61       0     
456    68     getelementptr   64     11   53       0     
457    69     store           64     8    56       0     
458    11     load            64     7    57       0     
459    12     add             32     4    28       0     
460    13     store           32     5    27       0     
461    14     sext            32     0    30       2     
462    15     getelementptr   64     0    63       1     
463    16     load            64     0    62       2     
464    17     store           8      0    8        0     
465    18     load            64     15   49       0     
466    19     sext            8      8    0        0     
467    20     call            64     14   49       1     
468    21     load            64     1    63       0     
469    22     sext            8      0    8        0     
470    23     switch          32     0    32       0     
471    26     load            64     3    61       0     
472    27     load            64     0    58       6     
473    28     add             32     2    30       0     
474    29     store           32     1    31       0     
475    30     sext            32     0    32       0     
476    31     getelementptr   64     0    64       0     
477    32     store           64     8    56       0     
478    33     store           32     32   0        0     
479    11     load            64     8    56       0     
480    12     add             32     5    27       0     
481    13     store           32     5    27       0     
482    14     sext            32     11   21       0     
483    15     getelementptr   64     13   51       0     
484    16     load            64     13   51       0     
485    17     store           8      8    0        0     
486    18     load            64     16   48       0     
487    19     sext            8      8    0        0     
488    20     call            64     14   49       1     
489    21     load            64     1    50       13    
490    22     sext            8      1    0        7     
491    23     switch          32     1    0        31    
492    41     call            64     0    31       33    
493    42     bitcast         64     1    50       13    
494    43     store           64     1    51       12    
495    44     load            64     17   47       0     
496    45     load            64     3    61       0     
497    46     getelementptr   64     13   51       0     
498    47     store           8      8    0        0     
499    48     load            64     0    62       2     
500    49     getelementptr   64     0    52       12    
501    50     store           64     0    64       0     
502    51     load            64     0    61       3     
503    52     getelementptr   64     0    47       17    
504    53     store           64     0    64       0     
505    54     load            64     8    48       8     
506    55     icmp            64     0    0        64    
507    56     br              1      1    0        0     
508    60     load            64     15   48       1     
509    61     icmp            32     32   0        0     
510    62     br              1      1    0        0     
511    63     load            64     4    60       0     
512    64     load            64     7    56       1     
513    65     sext            32     4    28       0     
514    66     getelementptr   64     2    62       0     
515    67     load            64     3    61       0     
516    68     getelementptr   64     9    55       0     
517    69     store           64     7    57       0     
518    11     load            64     10   54       0     
519    12     add             32     3    29       0     
520    13     store           32     4    28       0     
521    14     sext            32     12   20       0     
522    15     getelementptr   64     12   52       0     
523    16     load            64     13   51       0     
524    17     store           8      8    0        0     
525    18     load            64     13   51       0     
526    19     sext            8      8    0        0     
527    20     call            64     14   49       1     
528    21     load            64     15   49       0     
529    22     sext            8      8    0        0     
530    23     switch          32     32   0        0     
531    39     store           32     0    0        32    
532    11     load            64     8    56       0     
533    12     add             32     3    29       0     
534    13     store           32     4    28       0     
535    14     sext            32     12   20       0     
536    15     getelementptr   64     12   52       0     
537    16     load            64     13   51       0     
538    17     store           8      8    0        0     
539    18     load            64     13   51       0     
540    19     sext            8      8    0        0     
541    20     call            64     14   49       1     
542    21     load            64     1    49       14    
543    22     sext            8      0    0        8     
544    23     switch          32     0    0        32    
545    41     call            64     0    31       33    
546    42     bitcast         64     1    50       13    
547    43     store           64     1    50       13    
548    44     load            64     15   49       0     
549    45     load            64     3    61       0     
550    46     getelementptr   64     14   50       0     
551    47     store           8      8    0        0     
552    48     load            64     1    61       2     
553    49     getelementptr   64     1    47       16    
554    50     store           64     0    0        64    
555    51     load            64     0    60       4     
556    52     getelementptr   64     0    49       15    
557    53     store           64     0    64       0     
558    54     load            64     10   48       6     
559    55     icmp            64     0    0        64    
560    56     br              1      1    0        0     
561    60     load            64     1    47       16    
562    61     icmp            32     0    0        32    
563    62     br              1      1    0        0     
564    71     load            64     3    61       0     
565    72     load            64     9    55       0     
566    73     sext            32     4    28       0     
567    74     getelementptr   64     1    63       0     
568    75     load            64     4    60       0     
569    76     getelementptr   64     13   51       0     
