cycle  INDEX  OPCODE          WIDTH  SDC  SYMPTOM  TRUE  
316    49     fmul            64     53   0        11    
317    50     fdiv            64     53   0        11    
318    51     load            64     56   0        8     
319    52     fadd            64     57   0        7     
320    36     load            64     10   0        54    
321    37     call            64     11   0        53    
322    38     fmul            64     3    0        61    
323    39     fmul            64     4    0        60    
324    40     fadd            64     4    0        60    
325    41     fcmp            1      1    0        0     
326    43     load            64     55   0        9     
327    44     load            64     20   0        44    
328    0      alloca          64     2    50       12    
329    2      load            64     20   0        44    
330    3      fmul            64     20   0        44    
331    4      call            64     20   0        44    
332    5      fmul            64     20   0        44    
333    6      fdiv            64     20   0        44    
334    45     call            64     20   0        44    
335    46     call            32     0    0        32    
336    48     call            64     53   0        11    
337    49     fmul            64     53   0        11    
338    50     fdiv            64     53   0        11    
339    51     load            64     57   0        7     
340    52     fadd            64     56   0        8     
341    36     load            64     10   0        54    
342    37     call            64     11   0        53    
343    38     fmul            64     3    0        61    
344    39     fmul            64     4    0        60    
345    40     fadd            64     4    0        60    
346    41     fcmp            1      1    0        0     
347    43     load            64     54   0        10    
348    44     load            64     20   0        44    
349    0      alloca          64     2    50       12    
350    2      load            64     20   0        44    
351    3      fmul            64     20   0        44    
352    4      call            64     20   0        44    
353    5      fmul            64     20   0        44    
354    6      fdiv            64     21   0        43    
355    45     call            64     21   0        43    
356    46     call            32     0    0        32    
357    48     call            64     53   0        11    
358    49     fmul            64     53   0        11    
359    50     fdiv            64     53   0        11    
360    51     load            64     56   0        8     
361    52     fadd            64     57   0        7     
362    36     load            64     10   0        54    
363    37     call            64     11   0        53    
364    38     fmul            64     3    0        61    
365    39     fmul            64     4    0        60    
366    40     fadd            64     4    0        60    
367    41     fcmp            1      1    0        0     
368    43     load            64     55   0        9     
369    44     load            64     20   0        44    
370    0      alloca          64     2    50       12    
371    2      load            64     20   0        44    
372    3      fmul            64     21   0        43    
373    4      call            64     20   0        44    
374    5      fmul            64     20   0        44    
375    6      fdiv            64     21   0        43    
376    45     call            64     21   0        43    
377    46     call            32     0    0        32    
378    48     call            64     52   0        12    
379    49     fmul            64     52   0        12    
380    50     fdiv            64     52   0        12    
381    51     load            64     56   0        8     
382    52     fadd            64     55   0        9     
383    36     load            64     19   0        45    
384    37     call            64     21   0        43    
385    38     fmul            64     13   0        51    
386    39     fmul            64     14   0        50    
