cycle  INDEX  OPCODE          WIDTH  SDC  SYMPTOM  TRUE  
198    1      load            32     0    0        32    
199    2      icmp            1      1    0        0     
200    8      load            32     32   0        0     
201    28     call            32     32   0        0     
202    29     icmp            1      1    0        0     
203    31     load            32     10   22       0     
204    32     sext            64     10   52       2     
205    33     getelementptr   64     12   52       0     
206    34     load            32     32   0        0     
207    36     load            32     10   22       0     
208    37     sub             32     10   22       0     
209    39     load            32     32   0        0     
210    44     load            32     32   0        0     
211    81     call            32     32   0        0     
212    83     load            32     32   0        0     
213    84     call            32     0    0        32    
214    0      alloca          64     0    49       15    
215    1      load            32     0    0        32    
216    2      icmp            1      1    0        0     
217    8      load            32     32   0        0     
218    77     call            32     32   0        0     
219    78     icmp            1      1    0        0     
220    79     xor             1      1    0        0     
221    26     alloca          64     0    50       14    
222    27     alloca          64     2    49       13    
223    0      alloca          64     0    49       15    
224    1      load            32     0    0        32    
225    2      icmp            1      1    0        0     
226    8      load            32     32   0        0     
227    28     call            32     32   0        0     
228    29     icmp            1      1    0        0     
229    31     load            32     10   22       0     
230    32     sext            64     10   52       2     
231    33     getelementptr   64     12   52       0     
232    34     load            32     32   0        0     
233    36     load            32     10   22       0     
234    37     sub             32     10   22       0     
235    39     load            32     32   0        0     
236    44     load            32     32   0        0     
237    81     call            32     32   0        0     
238    83     load            32     32   0        0     
239    84     call            32     0    0        32    
240    0      alloca          64     0    51       13    
241    1      load            32     0    0        32    
242    2      icmp            1      1    0        0     
243    8      load            32     32   0        0     
244    77     call            32     32   0        0     
245    78     icmp            1      1    0        0     
246    79     xor             1      1    0        0     
247    26     alloca          64     0    49       15    
248    27     alloca          64     1    48       15    
249    0      alloca          64     1    52       11    
250    1      load            32     0    0        32    
251    2      icmp            1      1    0        0     
252    8      load            32     32   0        0     
253    28     call            32     32   0        0     
254    29     icmp            1      1    0        0     
255    31     load            32     10   22       0     
256    32     sext            64     10   52       2     
257    33     getelementptr   64     12   52       0     
258    34     load            32     32   0        0     
259    36     load            32     10   22       0     
260    37     sub             32     0    32       0     
261    39     load            32     32   0        0     
262    44     load            32     32   0        0     
263    81     call            32     32   0        0     
264    83     load            32     32   0        0     
265    84     call            32     0    0        32    
266    0      alloca          64     0    48       16    
267    1      load            32     32   0        0     
268    2      icmp            1      1    0        0     
269    8      load            32     1    0        31    
270    77     call            32     1    0        31    
271    78     icmp            1      1    0        0     
272    79     xor             1      1    0        0     
273    10     alloca          64     0    47       17    
274    11     load            32     0    0        32    
275    12     load            32     0    0        32    
276    13     icmp            1      1    0        0     
277    19     load            32     32   0        0     
278    86     call            32     32   0        0     
279    87     icmp            1      1    0        0     
280    88     select          64     13   50       1     
281    89     call            32     0    0        32    
282    0      alloca          64     0    50       14    
283    1      load            32     32   0        0     
284    2      icmp            1      1    0        0     
285    8      load            32     1    0        31    
286    90     call            32     1    0        31    
287    91     icmp            1      1    0        0     
288    92     select          64     13   50       1     
289    93     call            32     0    0        32    
