cycle  INDEX  OPCODE          WIDTH  SDC  SYMPTOM  TRUE  
447    153    sext            64     0    52       12    
448    154    load            32     1    24       7     
449    155    sext            64     1    53       10    
450    156    getelementptr   64     1    51       12    
451    157    getelementptr   64     1    51       12    
452    158    load            32     1    0        31    
453    159    icmp            1      1    0        0     
454    165    load            32     8    21       3     
455    166    add             32     8    21       3     
456    149    load            32     0    0        32    
457    150    icmp            1      0    0        1     
458    152    load            32     1    22       9     
459    153    sext            64     1    52       11    
460    154    load            32     0    24       8     
461    155    sext            64     0    53       11    
462    156    getelementptr   64     0    51       13    
463    157    getelementptr   64     0    51       13    
464    158    load            32     1    0        31    
465    159    icmp            1      1    0        0     
466    165    load            32     7    21       4     
467    166    add             32     7    21       4     
468    149    load            32     0    0        32    
469    150    icmp            1      0    0        1     
470    152    load            32     0    22       10    
471    153    sext            64     0    52       12    
472    154    load            32     0    24       8     
473    155    sext            64     0    53       11    
474    156    getelementptr   64     0    50       14    
475    157    getelementptr   64     0    51       13    
476    158    load            32     1    0        31    
477    159    icmp            1      1    0        0     
478    165    load            32     7    22       3     
479    166    add             32     0    1        31    
480    149    load            32     1    0        31    
481    150    icmp            1      1    0        0     
482    112    alloca          64     0    49       15    
483    113    alloca          64     0    50       14    
484    115    load            64     8    48       8     
485    116    getelementptr   64     6    49       9     
486    117    load            32     2    0        30    
487    118    icmp            1      1    0        0     
488    124    load            32     32   0        0     
489    134    call            32     32   0        0     
490    135    icmp            1      1    0        0     
491    50     alloca          64     0    54       10    
492    51     alloca          64     0    51       13    
493    53     load            64     5    49       10    
494    54     getelementptr   64     5    50       9     
495    55     load            32     2    0        30    
496    56     icmp            1      1    0        0     
497    60     load            64     5    58       1     
498    61     getelementptr   64     7    56       1     
499    62     load            32     8    24       0     
500    63     sext            64     8    54       2     
501    64     load            64     9    55       0     
502    65     getelementptr   64     9    55       0     
503    66     getelementptr   64     8    56       0     
504    67     load            32     8    24       0     
505    70     load            32     8    24       0     
506    137    call            32     8    24       0     
507    139    load            32     32   0        0     
508    140    add             32     32   0        0     
509    141    getelementptr   64     14   49       1     
510    142    load            32     32   0        0     
511    143    getelementptr   64     13   49       2     
512    144    load            32     32   0        0     
513    145    call            32     0    0        32    
514    94     alloca          64     0    50       14    
515    96     load            64     0    47       17    
516    97     getelementptr   64     0    50       14    
517    98     load            32     0    0        32    
518    99     add             32     0    0        32    
519    100    srem            32     0    0        32    
520    101    load            64     0    50       14    
521    102    getelementptr   64     0    49       15    
522    104    load            64     0    61       3     
523    105    getelementptr   64     0    57       7     
524    106    load            32     0    30       2     
525    107    sub             32     0    31       1     
526    108    load            64     0    64       0     
527    109    getelementptr   64     0    64       0     
528    149    load            32     0    0        32    
529    150    icmp            1      0    0        1     
530    152    load            32     0    22       10    
531    153    sext            64     0    52       12    
532    154    load            32     1    24       7     
533    155    sext            64     1    53       10    
534    156    getelementptr   64     1    51       12    
535    157    getelementptr   64     1    51       12    
536    158    load            32     1    0        31    
537    159    icmp            1      1    0        0     
538    165    load            32     0    21       11    
539    166    add             32     0    21       11    
540    149    load            32     0    0        32    
541    150    icmp            1      0    0        1     
542    152    load            32     0    22       10    
543    153    sext            64     0    52       12    
544    154    load            32     1    24       7     
545    155    sext            64     1    53       10    
546    156    getelementptr   64     1    51       12    
547    157    getelementptr   64     1    51       12    
548    158    load            32     1    0        31    
549    159    icmp            1      1    0        0     
550    165    load            32     0    21       11    
551    166    add             32     0    21       11    
552    149    load            32     0    0        32    
553    150    icmp            1      0    0        1     
554    152    load            32     0    22       10    
555    153    sext            64     0    52       12    
556    154    load            32     0    24       8     
557    155    sext            64     0    53       11    
558    156    getelementptr   64     1    51       12    
559    157    getelementptr   64     1    51       12    
560    158    load            32     1    0        31    
561    159    icmp            1      1    0        0     
562    165    load            32     0    21       11    
563    166    add             32     0    21       11    
564    149    load            32     0    0        32    
565    150    icmp            1      0    0        1     
566    152    load            32     0    22       10    
567    153    sext            64     0    51       13    
568    154    load            32     0    24       8     
569    155    sext            64     0    53       11    
570    156    getelementptr   64     0    51       13    
571    157    getelementptr   64     0    51       13    
572    158    load            32     1    0        31    
573    159    icmp            1      1    0        0     
574    165    load            32     0    21       11    
575    166    add             32     0    21       11    
576    149    load            32     0    0        32    
577    150    icmp            1      0    0        1     
578    152    load            32     0    22       10    
579    153    sext            64     0    52       12    
580    154    load            32     0    24       8     
581    155    sext            64     0    53       11    
582    156    getelementptr   64     0    51       13    
583    157    getelementptr   64     0    51       13    
584    158    load            32     1    0        31    
585    159    icmp            1      1    0        0     
586    165    load            32     0    21       11    
587    166    add             32     0    21       11    
588    149    load            32     0    0        32    
589    150    icmp            1      0    0        1     
590    152    load            32     0    22       10    
591    153    sext            64     0    52       12    
592    154    load            32     0    24       8     
593    155    sext            64     0    53       11    
594    156    getelementptr   64     0    51       13    
595    157    getelementptr   64     0    51       13    
596    158    load            32     1    0        31    
597    159    icmp            1      1    0        0     
598    165    load            32     0    22       10    
599    166    add             32     0    1        31    
600    149    load            32     0    0        32    
601    150    icmp            1      0    0        1     
602    112    alloca          64     0    47       17    
603    113    alloca          64     0    49       15    
604    115    load            64     10   48       6     
605    116    getelementptr   64     7    51       6     
606    117    load            32     31   0        1     
607    118    icmp            1      1    0        0     
608    124    load            32     1    0        31    
609    134    call            32     1    0        31    
610    135    icmp            1      1    0        0     
